Calibration values (ps) from cell 0 to 1024 :

00000.000	00001.380	00002.757	00004.096	00005.414	00006.726	00008.060	00009.415	cell = 0 to 7
00010.754	00012.076	00013.408	00014.733	00016.045	00017.345	00018.627	00019.895	cell = 8 to 15
00021.162	00022.443	00023.741	00025.050	00026.370	00027.689	00028.999	00030.337	cell = 16 to 23
00031.715	00033.099	00034.488	00035.860	00037.215	00038.543	00039.860	00041.168	cell = 24 to 31
00042.479	00043.797	00045.119	00046.451	00047.817	00049.181	00050.522	00051.855	cell = 32 to 39
00053.167	00054.476	00055.805	00057.167	00058.551	00059.932	00061.297	00062.661	cell = 40 to 47
00064.027	00065.376	00066.696	00068.012	00069.335	00070.655	00071.982	00073.327	cell = 48 to 55
00074.663	00075.979	00077.280	00078.588	00079.920	00081.248	00082.566	00083.899	cell = 56 to 63
00085.267	00086.648	00087.998	00089.321	00090.652	00091.985	00093.321	00094.673	cell = 64 to 71
00096.038	00097.401	00098.751	00100.098	00101.481	00102.878	00104.230	00105.537	cell = 72 to 79
00106.839	00108.174	00109.521	00110.873	00112.220	00113.560	00114.883	00116.212	cell = 80 to 87
00117.571	00118.947	00120.277	00121.573	00122.854	00124.161	00125.510	00126.856	cell = 88 to 95
00128.179	00129.493	00130.811	00132.124	00133.450	00134.799	00136.128	00137.415	cell = 96 to 103
00138.691	00140.009	00141.355	00142.720	00144.072	00145.412	00146.772	00148.144	cell = 104 to 111
00149.523	00150.906	00152.281	00153.644	00155.002	00156.393	00157.775	00159.127	cell = 112 to 119
00160.469	00161.786	00163.098	00164.434	00165.767	00167.097	00168.417	00169.746	cell = 120 to 127
00171.081	00172.429	00173.770	00175.092	00176.413	00177.758	00179.123	00180.492	cell = 128 to 135
00181.856	00183.175	00184.463	00185.749	00187.052	00188.376	00189.706	00191.037	cell = 136 to 143
00192.374	00193.730	00195.096	00196.435	00197.760	00199.087	00200.429	00201.810	cell = 144 to 151
00203.224	00204.666	00206.092	00207.489	00208.846	00210.176	00211.491	00212.795	cell = 152 to 159
00214.109	00215.453	00216.799	00218.147	00219.485	00220.808	00222.114	00223.435	cell = 160 to 167
00224.749	00226.049	00227.356	00228.690	00230.045	00231.396	00232.738	00234.058	cell = 168 to 175
00235.377	00236.727	00238.086	00239.458	00240.824	00242.149	00243.451	00244.765	cell = 176 to 183
00246.101	00247.444	00248.780	00250.122	00251.474	00252.838	00254.193	00255.531	cell = 184 to 191
00256.853	00258.148	00259.429	00260.738	00262.096	00263.475	00264.838	00266.186	cell = 192 to 199
00267.526	00268.847	00270.153	00271.478	00272.819	00274.141	00275.456	00276.790	cell = 200 to 207
00278.145	00279.494	00280.814	00282.128	00283.451	00284.782	00286.118	00287.484	cell = 208 to 215
00288.874	00290.256	00291.602	00292.946	00294.306	00295.657	00296.984	00298.302	cell = 216 to 223
00299.621	00300.950	00302.278	00303.621	00304.982	00306.322	00307.624	00308.945	cell = 224 to 231
00310.292	00311.648	00312.986	00314.324	00315.674	00317.030	00318.389	00319.745	cell = 232 to 239
00321.086	00322.407	00323.714	00325.027	00326.364	00327.698	00329.011	00330.327	cell = 240 to 247
00331.659	00333.001	00334.341	00335.671	00337.002	00338.340	00339.690	00341.068	cell = 248 to 255
00342.452	00343.808	00345.131	00346.449	00347.787	00349.110	00350.413	00351.714	cell = 256 to 263
00353.037	00354.395	00355.764	00357.136	00358.501	00359.844	00361.159	00362.508	cell = 264 to 271
00363.869	00365.226	00366.568	00367.930	00369.336	00370.739	00372.125	00373.493	cell = 272 to 279
00374.846	00376.189	00377.526	00378.868	00380.217	00381.553	00382.877	00384.216	cell = 280 to 287
00385.570	00386.919	00388.257	00389.587	00390.928	00392.268	00393.611	00394.956	cell = 288 to 295
00396.286	00397.610	00398.933	00400.256	00401.597	00402.947	00404.298	00405.652	cell = 296 to 303
00407.003	00408.338	00409.654	00410.964	00412.270	00413.570	00414.879	00416.217	cell = 304 to 311
00417.571	00418.926	00420.269	00421.602	00422.936	00424.256	00425.567	00426.892	cell = 312 to 319
00428.225	00429.563	00430.898	00432.237	00433.580	00434.906	00436.229	00437.542	cell = 320 to 327
00438.858	00440.196	00441.539	00442.881	00444.231	00445.593	00446.959	00448.326	cell = 328 to 335
00449.686	00451.051	00452.412	00453.770	00455.101	00456.430	00457.771	00459.126	cell = 336 to 343
00460.483	00461.852	00463.216	00464.549	00465.862	00467.173	00468.495	00469.823	cell = 344 to 351
00471.151	00472.484	00473.832	00475.213	00476.576	00477.922	00479.252	00480.573	cell = 352 to 359
00481.881	00483.202	00484.554	00485.923	00487.284	00488.635	00489.974	00491.314	cell = 360 to 367
00492.659	00493.996	00495.327	00496.665	00498.009	00499.351	00500.690	00502.042	cell = 368 to 375
00503.376	00504.690	00505.994	00507.318	00508.665	00510.048	00511.434	00512.813	cell = 376 to 383
00514.182	00515.540	00516.876	00518.204	00519.539	00520.868	00522.200	00523.576	cell = 384 to 391
00524.971	00526.365	00527.737	00529.092	00530.423	00531.750	00533.074	00534.401	cell = 392 to 399
00535.737	00537.090	00538.439	00539.794	00541.152	00542.489	00543.804	00545.134	cell = 400 to 407
00546.458	00547.783	00549.122	00550.470	00551.816	00553.162	00554.508	00555.856	cell = 408 to 415
00557.216	00558.581	00559.927	00561.272	00562.627	00563.981	00565.319	00566.659	cell = 416 to 423
00567.996	00569.322	00570.632	00571.942	00573.265	00574.598	00575.924	00577.254	cell = 424 to 431
00578.598	00579.958	00581.309	00582.649	00583.988	00585.307	00586.617	00587.921	cell = 432 to 439
00589.255	00590.622	00591.969	00593.302	00594.632	00595.957	00597.271	00598.587	cell = 440 to 447
00599.908	00601.230	00602.556	00603.879	00605.229	00606.592	00607.937	00609.259	cell = 448 to 455
00610.589	00611.946	00613.318	00614.704	00616.101	00617.489	00618.842	00620.182	cell = 456 to 463
00621.519	00622.871	00624.211	00625.549	00626.890	00628.244	00629.604	00630.974	cell = 464 to 471
00632.335	00633.685	00634.995	00636.286	00637.597	00638.929	00640.254	00641.581	cell = 472 to 479
00642.907	00644.256	00645.617	00646.982	00648.326	00649.650	00650.981	00652.291	cell = 480 to 487
00653.621	00654.994	00656.375	00657.727	00659.082	00660.420	00661.743	00663.049	cell = 488 to 495
00664.367	00665.684	00667.006	00668.336	00669.628	00670.914	00672.198	00673.442	cell = 496 to 503
00674.672	00675.921	00677.193	00678.474	00679.788	00681.117	00682.448	00683.750	cell = 504 to 511
00685.041	00686.328	00687.602	00688.906	00690.208	00691.514	00692.843	00694.182	cell = 512 to 519
00695.516	00696.856	00698.209	00699.553	00700.884	00702.199	00703.521	00704.824	cell = 520 to 527
00706.114	00707.411	00708.711	00710.032	00711.363	00712.686	00714.018	00715.348	cell = 528 to 535
00716.646	00717.934	00719.235	00720.565	00721.920	00723.261	00724.608	00725.968	cell = 536 to 543
00727.315	00728.644	00729.957	00731.283	00732.604	00733.901	00735.217	00736.569	cell = 544 to 551
00737.902	00739.198	00740.464	00741.741	00743.041	00744.340	00745.643	00746.973	cell = 552 to 559
00748.325	00749.672	00751.010	00752.370	00753.723	00755.023	00756.302	00757.606	cell = 560 to 567
00758.938	00760.280	00761.622	00762.985	00764.358	00765.708	00767.049	00768.401	cell = 568 to 575
00769.746	00771.052	00772.344	00773.652	00775.004	00776.363	00777.719	00779.060	cell = 576 to 583
00780.383	00781.687	00782.982	00784.305	00785.654	00786.974	00788.281	00789.620	cell = 584 to 591
00790.985	00792.335	00793.672	00795.005	00796.332	00797.665	00799.010	00800.372	cell = 592 to 599
00801.740	00803.070	00804.372	00805.682	00807.007	00808.320	00809.628	00810.955	cell = 600 to 607
00812.293	00813.612	00814.933	00816.266	00817.594	00818.910	00820.216	00821.515	cell = 608 to 615
00822.822	00824.123	00825.420	00826.732	00828.070	00829.397	00830.718	00832.046	cell = 616 to 623
00833.389	00834.713	00836.033	00837.343	00838.646	00839.943	00841.252	00842.578	cell = 624 to 631
00843.906	00845.198	00846.464	00847.739	00849.025	00850.311	00851.598	00852.892	cell = 632 to 639
00854.217	00855.528	00856.835	00858.160	00859.499	00860.838	00862.163	00863.509	cell = 640 to 647
00864.884	00866.257	00867.613	00868.969	00870.347	00871.713	00873.053	00874.405	cell = 648 to 655
00875.769	00877.125	00878.474	00879.805	00881.139	00882.461	00883.772	00885.106	cell = 656 to 663
00886.461	00887.789	00889.084	00890.369	00891.668	00892.990	00894.313	00895.648	cell = 664 to 671
00896.957	00898.262	00899.591	00900.932	00902.298	00903.652	00904.988	00906.322	cell = 672 to 679
00907.674	00909.026	00910.367	00911.696	00913.008	00914.300	00915.590	00916.914	cell = 680 to 687
00918.249	00919.585	00920.917	00922.234	00923.554	00924.876	00926.182	00927.491	cell = 688 to 695
00928.824	00930.148	00931.456	00932.788	00934.146	00935.505	00936.856	00938.211	cell = 696 to 703
00939.553	00940.901	00942.240	00943.575	00944.923	00946.273	00947.611	00948.960	cell = 704 to 711
00950.343	00951.725	00953.086	00954.446	00955.791	00957.110	00958.420	00959.725	cell = 712 to 719
00961.029	00962.336	00963.649	00964.962	00966.281	00967.592	00968.884	00970.168	cell = 720 to 727
00971.476	00972.795	00974.108	00975.422	00976.760	00978.095	00979.430	00980.766	cell = 728 to 735
00982.107	00983.441	00984.774	00986.121	00987.487	00988.841	00990.177	00991.501	cell = 736 to 743
00992.819	00994.133	00995.446	00996.767	00998.107	00999.436	01000.757	01002.087	cell = 744 to 751
01003.442	01004.787	01006.120	01007.467	01008.828	01010.194	01011.543	01012.891	cell = 752 to 759
01014.238	01015.565	01016.876	01018.216	01019.583	01020.942	01022.284	01023.631	cell = 760 to 767
01024.982	01026.330	01027.655	01028.964	01030.281	01031.608	01032.937	01034.289	cell = 768 to 775
01035.654	01037.003	01038.327	01039.653	01040.994	01042.334	01043.650	01044.945	cell = 776 to 783
01046.241	01047.535	01048.843	01050.161	01051.488	01052.800	01054.106	01055.422	cell = 784 to 791
01056.751	01058.072	01059.384	01060.687	01061.995	01063.308	01064.643	01065.990	cell = 792 to 799
01067.357	01068.712	01070.055	01071.397	01072.753	01074.108	01075.453	01076.817	cell = 800 to 807
01078.182	01079.532	01080.868	01082.198	01083.537	01084.875	01086.208	01087.555	cell = 808 to 815
01088.919	01090.282	01091.622	01092.967	01094.309	01095.626	01096.938	01098.259	cell = 816 to 823
01099.605	01100.964	01102.322	01103.679	01105.028	01106.356	01107.675	01109.006	cell = 824 to 831
01110.356	01111.693	01113.003	01114.317	01115.636	01116.940	01118.246	01119.579	cell = 832 to 839
01120.919	01122.250	01123.577	01124.920	01126.273	01127.607	01128.920	01130.240	cell = 840 to 847
01131.611	01132.990	01134.351	01135.747	01137.142	01138.498	01139.837	01141.186	cell = 848 to 855
01142.542	01143.873	01145.195	01146.531	01147.889	01149.224	01150.525	01151.838	cell = 856 to 863
01153.182	01154.507	01155.804	01157.112	01158.449	01159.780	01161.103	01162.434	cell = 864 to 871
01163.785	01165.121	01166.433	01167.728	01169.045	01170.376	01171.678	01172.977	cell = 872 to 879
01174.302	01175.641	01176.982	01178.316	01179.645	01180.976	01182.300	01183.609	cell = 880 to 887
01184.934	01186.267	01187.608	01188.944	01190.291	01191.633	01192.966	01194.301	cell = 888 to 895
01195.626	01196.944	01198.268	01199.593	01200.900	01202.202	01203.509	01204.814	cell = 896 to 903
01206.131	01207.436	01208.735	01210.032	01211.349	01212.674	01213.984	01215.304	cell = 904 to 911
01216.640	01217.973	01219.302	01220.662	01222.045	01223.423	01224.799	01226.175	cell = 912 to 919
01227.553	01228.917	01230.260	01231.585	01232.891	01234.194	01235.498	01236.816	cell = 920 to 927
01238.147	01239.452	01240.730	01242.011	01243.320	01244.640	01245.968	01247.308	cell = 928 to 935
01248.661	01250.002	01251.351	01252.710	01254.055	01255.368	01256.666	01257.975	cell = 936 to 943
01259.315	01260.655	01261.975	01263.270	01264.559	01265.848	01267.142	01268.446	cell = 944 to 951
01269.762	01271.064	01272.365	01273.686	01275.028	01276.361	01277.684	01279.000	cell = 952 to 959
01280.312	01281.623	01282.943	01284.263	01285.568	01286.854	01288.135	01289.428	cell = 960 to 967
01290.746	01292.049	01293.350	01294.650	01295.960	01297.273	01298.597	01299.938	cell = 968 to 975
01301.284	01302.603	01303.917	01305.242	01306.574	01307.894	01309.200	01310.506	cell = 976 to 983
01311.836	01313.183	01314.536	01315.891	01317.235	01318.530	01319.804	01321.097	cell = 984 to 991
01322.419	01323.747	01325.052	01326.360	01327.686	01329.041	01330.393	01331.722	cell = 992 to 999
01333.042	01334.359	01335.658	01336.974	01338.318	01339.680	01341.036	01342.374	cell = 1000 to 1007
01343.730	01345.119	01346.495	01347.853	01349.201	01350.567	01351.940	01353.299	cell = 1008 to 1015
01354.642	01355.975	01357.300	01358.620	01359.932	01361.273	01362.619	01363.973	cell = 1016 to 1023
